gene_symbol	OFO1003B1	OFO1003B2	OFO1003O1	OFO1003O2	OFO1003V1	OFO1003V2	OFO1004B1	OFO1004B2	OFO1004O1	OFO1004O2	OFO1004V1	OFO1004V2	OFO1005B1	OFO1005B2	OFO1005O1	OFO1005O2	OFO1005V1	OFO1005V2
MPG	532	571	577	584	560	505	722	668	513	655	521	434	538	539	588	659	612	531
NPRL3	587	596	594	625	679	701	370	413	343	439	368	283	709	655	220	205	400	321
HBZ	1	1	4	5	3	2	0	2	1	2	1	2	1	4	0	2	2	1
HBM	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
HBA2	7	0	5	4	3	3	16	16	7	4	7	3	9	0	12	23	13	15
HBA1	0	0	3	4	1	4	2	1	2	1	1	1	0	0	2	2	0	3
HBQ1	32	27	45	49	54	81	20	24	42	43	66	43	77	68	10	14	42	37
LUC7L	819	848	1054	1166	1942	1912	867	791	715	996	1205	872	1465	1222	746	858	1004	799
ITFG3	1797	1719	1153	1108	1253	1303	2115	2153	1765	2250	1630	1179	1281	1359	1171	1505	1778	1531
RGS11	205	202	57	69	113	105	56	82	57	87	63	73	235	174	18	29	99	70
ARHGDIG	446	394	431	390	510	533	173	200	177	254	248	190	531	531	60	87	264	230
PDIA2	196	171	219	251	380	426	103	87	107	124	213	161	478	486	44	42	269	196
AXIN1	807	780	747	765	990	1007	837	866	814	884	835	720	840	813	661	817	803	761
MRPL28	960	962	883	999	1037	1201	1295	1149	987	1286	1064	730	1175	1020	1004	1292	1411	1048
TMEM8A	1482	1298	886	829	876	880	1575	1454	1032	1231	1213	903	1468	1557	1283	1646	2028	1785
LOC100134368	10	17	9	12	11	20	15	17	11	11	8	10	18	19	12	18	35	10
NME4	1467	1242	2013	2258	2002	1993	2059	1798	1754	2247	1867	1421	1433	1422	1109	1296	1469	1182
DECR2	266	266	304	353	431	433	190	194	114	163	194	156	209	200	149	190	207	154
RAB11FIP3	1373	1451	1201	1145	1683	1684	1302	1169	1078	1348	1329	1088	1448	1364	531	611	963	753
LINC00235	9	7	4	4	6	2	11	5	11	1	10	1	7	8	5	3	3	3
CAPN15	613	525	512	518	689	625	664	705	579	701	615	482	491	505	530	664	684	554
MIR5587	2	0	1	0	3	2	0	4	4	1	4	3	5	0	2	0	1	4
MIR3176	1	4	2	1	0	0	1	3	0	0	2	2	3	3	3	4	3	0
PRR35	9	11	2	1	0	2	5	3	1	3	7	1	10	7	25	29	35	24
NHLRC4	82	82	19	11	21	10	42	21	44	45	8	2	16	10	7	2	9	13
PIGQ	741	696	407	433	524	565	502	582	513	604	440	340	482	468	244	369	421	375
RAB40C	818	809	783	728	1143	1027	653	569	535	659	703	498	953	940	255	384	540	502
WFIKKN1	31	22	7	11	24	31	120	101	70	111	65	41	16	28	105	103	110	104
C16orf13	655	682	709	882	844	754	726	606	590	734	674	454	817	773	485	631	721	563
FAM195A	292	303	238	245	243	259	355	330	250	287	191	136	420	350	268	344	360	290
WDR90	470	446	230	245	372	321	392	402	307	381	297	210	245	240	182	232	264	217
RHOT2	1250	1162	1159	1305	1653	1549	1357	1353	1137	1393	1461	1085	1020	1052	1414	1697	1451	1202
RHBDL1	144	122	140	128	264	246	111	102	88	94	158	117	235	224	87	94	142	105
STUB1	995	1055	788	821	934	904	942	899	693	856	740	492	1025	948	476	656	792	700
JMJD8	320	319	192	221	244	245	299	313	235	307	187	152	222	212	164	249	232	191
WDR24	481	490	447	459	494	553	462	514	338	372	352	309	491	509	218	274	341	295
FBXL16	840	763	503	465	767	741	388	383	337	389	458	338	931	922	139	165	551	406
METRN	3024	2592	1408	1147	1095	1114	2138	1587	1923	1638	1057	807	1942	1515	789	735	1483	1132
FAM173A	348	362	299	335	373	383	370	324	259	305	296	245	308	297	184	268	258	227
CCDC78	265	218	113	109	117	147	243	226	107	132	74	56	131	114	66	54	85	66
HAGHL	399	365	315	310	401	381	330	332	183	249	214	193	399	396	151	189	283	223
NARFL	521	504	478	521	740	664	464	407	366	472	415	297	536	481	311	336	351	287
MSLN	32	20	7	6	1	4	20	22	5	4	5	3	5	0	10	8	5	6
MIR662	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPUSD1	290	253	223	239	256	263	282	286	278	272	249	195	135	129	162	238	221	200
CHTF18	385	416	535	598	621	669	521	519	505	547	744	579	314	332	760	936	660	562
GNG13	14	14	2	13	8	20	9	1	8	8	1	3	7	8	0	5	6	5
PRR25	15	18	17	33	30	29	24	9	6	14	6	5	12	11	4	12	11	14
LMF1	525	466	695	749	873	893	328	316	238	305	332	200	624	577	116	126	241	273
LMF1-AS1	1	0	2	1	3	6	0	1	0	0	1	1	0	0	0	0	1	0
SOX8	585	609	907	887	1219	1322	596	550	377	466	489	370	820	847	268	294	288	306
SSTR5-AS1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SSTR5	4	9	0	1	5	2	1	4	0	0	0	0	3	1	1	8	1	4
C1QTNF8	7	2	2	1	6	0	1	5	1	0	1	1	1	1	0	0	1	0
CACNA1H	1584	1674	2717	2914	3753	3787	777	810	757	899	1293	1054	2196	2306	630	734	1152	986
TPSG1	21	21	16	16	31	28	10	5	4	13	9	7	19	20	15	26	30	12
TPSB2	7	7	9	7	13	8	5	1	1	3	2	3	0	1	0	0	0	0
TPSAB1	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	2
TPSD1	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	2	0	1
UBE2I	2148	2046	2073	2243	2784	2645	2560	2377	2143	2918	2494	1862	2453	2161	2278	2430	2538	2088
BAIAP3	1742	1531	475	574	635	650	608	644	549	758	348	291	891	888	265	320	716	661
TSR3	862	778	720	657	859	779	913	801	690	750	786	563	890	811	617	658	854	601
GNPTG	844	766	433	476	525	439	585	622	511	564	389	303	637	608	323	386	513	425
UNKL	415	387	335	354	501	507	354	324	301	387	385	309	387	377	275	352	472	380
C16orf91	174	171	198	244	306	295	237	232	167	266	209	137	301	281	161	116	225	176
CCDC154	43	46	28	46	80	79	51	38	30	30	40	31	49	42	15	14	27	28
CLCN7	1389	1238	692	661	1100	1065	1306	1319	941	1114	995	768	1058	1089	577	774	774	710
PTX4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0
TELO2	671	584	432	451	568	582	673	671	573	648	595	460	428	473	530	641	646	497
IFT140	1287	1399	618	770	904	888	1155	1145	1032	1376	772	574	728	808	400	464	635	599
TMEM204	32	23	13	11	15	7	16	17	10	5	8	10	21	30	14	14	23	21
CRAMP1L	755	781	555	533	912	887	619	696	661	867	737	571	840	715	388	449	536	499
HN1L	1513	1588	1445	1401	1590	1566	3026	3010	2512	3273	2639	1844	1277	1084	2531	2683	2896	2212
MAPK8IP3	3035	2940	2076	2298	3332	3391	2573	2805	2322	2833	2739	2097	2805	2651	981	1314	1749	1414
MIR3177	0	0	0	1	0	0	0	0	1	0	2	2	1	1	2	0	0	1
NME3	441	374	472	486	494	418	569	534	356	418	433	310	703	736	366	461	519	408
MRPS34	715	690	749	806	881	907	1017	870	767	1004	986	701	1073	941	1080	1285	1085	871
EME2	50	59	11	16	30	19	28	25	18	23	22	12	43	31	23	23	26	19
SPSB3	914	863	1001	1050	1291	1322	801	768	616	776	907	641	1117	1061	445	623	673	587
NUBP2	1197	1053	1451	1475	1597	1535	1296	1175	1030	1281	1046	778	1248	1206	788	1149	952	771
IGFALS	10	18	9	6	20	20	12	11	5	2	18	10	20	5	4	1	6	4
HAGH	591	524	502	525	626	614	681	547	485	588	503	361	644	596	421	446	556	434
FAHD1	407	398	242	244	280	278	432	439	300	403	298	195	536	485	334	332	461	392
MEIOB	10	5	9	16	11	17	11	8	14	16	37	21	4	3	89	84	59	58
LINC00254	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HS3ST6	1	2	0	0	0	0	4	3	1	1	0	0	0	1	7	5	0	2
MSRB1	267	235	219	220	207	177	308	313	232	335	192	145	191	179	227	277	266	189
RPL3L	1	0	5	8	3	0	4	1	1	1	5	1	2	2	4	11	6	7
NDUFB10	1021	1046	1122	1165	1066	1057	1123	1038	858	1117	1018	720	1272	1198	989	1221	1310	1069
RPS2	32903	31587	52407	57878	54100	51430	61531	49428	45346	57449	58170	39375	59989	50777	51859	60071	67810	48119
SNORA10	5	0	5	1	5	6	6	7	2	6	2	9	3	3	2	4	6	1
SNORA64	4	4	4	6	23	13	8	5	5	9	8	9	5	11	12	22	15	5
SNHG9	25	43	17	27	28	25	20	19	23	20	25	10	35	28	16	26	20	14
SNORA78	0	0	0	0	2	1	0	3	0	2	2	1	3	2	0	2	5	2
RNF151	0	0	0	1	0	1	1	0	4	0	2	0	0	0	2	2	1	6
TBL3	580	541	576	617	590	656	866	821	686	801	706	573	569	584	609	707	594	568
NOXO1	41	18	7	11	17	11	13	12	16	23	17	4	9	11	19	10	16	9
GFER	533	567	581	637	752	719	631	579	547	612	541	429	637	628	574	636	707	588
SYNGR3	696	728	528	530	884	842	270	308	393	400	566	378	977	995	162	193	763	609
ZNF598	856	814	812	775	1102	1023	1028	996	776	943	800	654	990	967	547	648	616	529
NPW	18	16	18	16	21	17	38	53	15	27	14	19	12	16	32	35	23	23
SLC9A3R2	270	180	181	197	274	188	185	139	122	149	120	96	212	207	97	141	223	176
NTHL1	215	218	272	290	309	281	307	295	262	368	305	248	294	247	336	412	371	248
TSC2	1902	1792	1400	1426	2087	2004	1387	1571	1318	1602	1512	1161	1639	1690	821	849	1131	982
PKD1	3173	3121	3328	3455	6095	6191	1558	1717	1910	2261	2777	2198	3601	3735	510	614	1670	1478
MIR1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511B1	7	15	9	10	25	35	14	10	12	17	11	12	28	19	6	13	13	5
MIR4516	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
MIR3180-5	0	1	0	2	1	3	0	0	0	0	1	0	0	2	0	0	0	0
RAB26	102	90	98	63	91	91	27	21	33	36	40	32	209	213	28	45	101	56
SNORD60	8	8	15	11	29	20	23	6	17	14	11	7	13	12	33	25	29	22
TRAF7	1593	1632	1651	1896	2124	2132	1155	1240	1091	1314	1472	1080	1884	1779	1001	1284	1448	1276
CASKIN1	1009	818	524	558	844	818	413	491	498	587	504	414	1112	1122	95	134	652	542
MLST8	798	716	815	819	741	784	1128	1081	802	1055	912	713	787	805	706	869	765	726
BRICD5	52	62	64	43	83	110	71	89	50	49	82	91	82	86	27	38	77	41
PGP	362	350	248	202	311	302	729	599	550	495	615	434	349	279	524	658	618	523
E4F1	622	606	557	598	807	844	657	575	542	671	694	529	638	621	522	639	539	476
DNASE1L2	33	43	18	31	42	43	47	44	36	22	42	33	39	37	13	17	32	26
ECI1	1136	936	1443	1322	1110	1059	1653	1406	1119	1099	1209	919	872	746	1384	1396	1506	1219
RNPS1	2414	2314	2394	2518	3273	3229	3389	3255	2980	3638	3605	2479	2997	2823	3309	3715	3847	2858
MIR3677	3	2	2	2	1	0	3	2	1	2	3	0	1	2	0	1	1	0
MIR940	3	2	4	0	1	4	2	1	1	2	3	1	2	0	0	1	4	0
MIR4717	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ABCA3	2593	2426	1161	1257	1756	1707	1152	1268	1348	1634	1306	986	2143	2343	369	390	1145	972
ABCA17P	14	17	27	16	26	41	14	9	17	22	31	15	54	54	11	10	22	18
CCNF	274	231	330	355	439	433	436	469	462	540	536	417	229	225	623	726	648	546
MIR6767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf59	95	103	114	112	134	135	156	175	172	214	189	143	50	68	268	262	196	166
MIR6768	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	1	3
NTN3	13	13	9	22	19	18	10	18	20	25	5	7	14	11	4	1	15	11
TBC1D24	480	501	338	348	539	572	324	226	316	377	403	256	569	522	128	203	387	321
ATP6V0C	4260	3966	3272	3278	3608	3892	3274	3843	2792	3401	3053	2549	4355	4728	1809	2285	3082	3108
AMDHD2	269	256	129	111	145	158	270	284	202	242	184	140	171	134	221	270	256	236
CEMP1	85	70	35	23	36	43	87	64	43	50	58	25	39	51	43	40	49	40
MIR3178	0	2	1	0	4	0	1	0	0	1	0	0	0	1	0	1	0	0
PDPK1	1524	1468	745	790	1206	1208	1116	1084	1064	1385	965	751	1322	1148	643	668	1011	817
LOC652276	73	85	43	31	57	48	81	91	64	81	75	40	70	66	62	75	81	58
FLJ42627	197	190	86	82	155	152	109	117	94	137	113	83	180	99	89	79	110	116
ERVK13-1	189	206	70	65	104	95	123	113	124	150	98	74	109	138	49	62	103	76
KCTD5	779	764	633	642	790	809	791	793	693	845	749	590	825	821	576	661	751	594
PRSS27	62	73	95	96	112	108	22	35	31	59	68	50	87	93	18	37	52	53
SRRM2-AS1	17	15	3	3	10	7	8	10	12	14	13	5	21	6	7	10	13	10
SRRM2	6533	6700	5142	5161	7748	7783	5872	6419	5839	7275	6754	5113	6418	6353	4557	4875	5456	4642
TCEB2	2307	2318	3068	3312	3263	3124	2773	2367	2285	2813	2479	1920	3500	3120	1881	2283	2757	2216
PRSS33	13	7	4	4	8	1	9	6	10	11	8	11	4	4	2	5	1	3
PRSS41	0	0	0	1	0	0	0	0	0	1	0	0	2	0	6	3	8	2
PRSS21	0	1	0	0	0	0	0	0	1	1	0	7	1	1	21	18	24	9
ZG16B	15	13	1	0	0	0	37	47	1	2	1	1	0	0	0	0	0	1
PRSS30P	0	0	0	0	1	0	2	0	0	0	1	3	1	0	6	11	10	7
PRSS22	13	13	0	1	0	1	70	52	1	1	1	2	0	0	17	23	18	17
FLYWCH2	400	424	286	344	402	362	413	366	305	376	344	211	334	408	283	280	384	291
FLYWCH1	1217	1220	898	937	1404	1420	856	901	812	953	918	705	1001	965	423	592	808	663
KREMEN2	59	67	56	72	115	115	56	67	32	52	57	40	34	53	56	99	71	74
PAQR4	720	635	513	525	683	742	409	401	504	504	441	297	647	586	211	239	412	330
PKMYT1	75	89	183	197	194	195	168	166	189	257	242	150	54	41	294	479	327	255
LINC00514	7	3	3	2	5	4	3	5	1	5	3	0	3	1	4	0	3	2
LOC101929613	5	2	5	1	4	5	2	4	4	2	2	4	1	1	4	10	1	2
CLDN9	2	2	0	0	5	4	7	4	7	9	6	1	3	0	21	28	19	13
CLDN6	102	111	70	83	106	134	208	226	320	428	615	449	87	59	1997	2078	2093	1675
TNFRSF12A	309	242	155	161	197	201	517	442	282	369	260	173	216	150	453	659	515	435
HCFC1R1	457	396	582	572	710	780	371	371	285	382	494	392	748	801	254	264	457	331
THOC6	221	221	327	313	287	293	282	322	260	332	235	175	202	164	341	463	273	251
CCDC64B	20	23	3	0	3	1	40	36	10	20	27	28	2	0	65	79	57	62
LOC100128770	12	12	6	5	7	10	3	12	0	4	9	9	8	9	17	23	19	21
MMP25	57	80	51	50	75	67	51	40	34	51	78	44	46	51	90	115	117	100
IL32	193	136	268	273	206	204	320	254	71	77	71	53	70	86	238	289	206	165
ZSCAN10	6	6	6	12	13	9	72	55	133	130	443	358	8	13	950	1054	1056	900
ZNF205-AS1	10	11	11	11	12	19	16	12	5	11	9	10	9	8	4	3	8	12
ZNF205	291	278	291	345	366	406	263	278	217	285	320	205	379	298	189	204	238	212
ZNF213-AS1	133	95	83	107	105	98	118	119	118	131	105	99	120	126	50	63	106	70
ZNF213	451	425	462	479	619	655	303	333	255	373	392	265	545	583	90	102	240	216
OR1F1	13	15	5	3	9	14	2	8	3	6	9	1	10	16	6	1	4	5
OR1F2P	0	1	1	0	1	4	2	0	0	0	0	0	1	6	0	0	1	1
ZNF200	211	179	102	126	200	172	197	190	163	218	173	129	173	161	153	141	214	153
MEFV	17	7	20	2	7	13	16	9	22	8	7	27	19	8	23	24	6	26
LINC00921	5	7	3	2	4	4	6	4	6	6	4	3	5	5	3	6	2	7
ZNF263	821	828	817	839	1317	1273	880	792	799	927	825	650	1147	964	706	715	822	581
TIGD7	386	364	249	268	368	365	339	343	291	396	326	212	423	317	251	225	383	289
ZNF75A	215	201	144	179	202	184	280	255	197	283	200	147	245	209	200	179	218	158
OR2C1	0	4	3	1	1	2	1	0	0	1	2	0	2	3	1	1	2	1
MTRNR2L4	5	4	1	2	0	1	2	0	0	1	4	0	0	0	4	1	5	3
ZSCAN32	266	234	218	220	290	302	325	291	288	285	271	216	370	302	156	171	231	209
ZNF174	233	214	149	182	254	253	208	232	171	203	223	148	287	256	127	143	176	151
ZNF597	47	53	38	30	47	55	47	47	59	52	51	33	53	42	38	43	43	43
NAA60	741	678	510	563	701	629	766	694	525	734	648	465	773	732	374	428	584	480
MIR6126	4	3	0	0	1	1	6	0	1	2	2	2	1	1	2	0	0	0
C16orf90	0	0	0	1	2	1	1	0	0	0	2	3	1	0	0	0	2	2
CLUAP1	505	490	313	302	323	413	594	508	464	586	321	271	421	420	299	290	404	323
NLRC3	90	133	58	62	79	79	70	63	56	60	61	58	105	89	40	64	76	67
SLX4	429	409	291	256	418	389	324	308	243	392	318	265	312	323	164	188	284	241
DNASE1	251	277	149	135	184	198	195	203	146	210	182	97	178	168	67	88	139	130
TRAP1	2464	2377	2713	3003	2984	3034	3232	3363	2618	3355	3325	2536	2969	3078	2872	3222	3330	2943
CREBBP	1777	1852	1086	1093	1678	1774	1190	1425	1303	1566	1194	955	1496	1542	812	896	1050	959
LOC102724927	4	4	1	1	2	7	4	1	2	4	1	0	2	3	1	2	2	3
ADCY9	849	792	441	433	596	646	401	451	460	631	358	286	572	604	178	168	356	259
SRL	118	131	607	629	728	761	227	236	22	23	77	40	141	159	7	8	25	19
LOC100507501	26	49	20	15	36	31	29	36	24	22	22	28	31	33	26	27	18	34
TFAP4	236	284	404	436	512	505	425	417	372	506	480	358	372	361	385	401	420	347
LOC101926896	20	19	15	13	8	15	29	23	16	19	12	17	33	20	8	19	25	20
GLIS2	746	645	752	808	944	947	576	662	572	694	701	501	828	873	444	462	536	548
PAM16	7	10	15	7	13	19	10	26	14	16	19	7	13	18	17	11	13	12
CORO7-PAM16	0	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0
CORO7	119	102	170	171	194	218	112	81	97	110	151	126	151	160	60	70	78	80
VASN	359	330	153	215	192	201	195	233	233	265	140	101	197	156	128	165	203	151
DNAJA3	1044	940	816	872	1036	1102	1352	1291	1009	1274	954	710	1273	1200	1174	1221	1432	1070
NMRAL1	189	159	66	64	101	102	136	129	129	196	178	131	168	170	401	424	453	364
HMOX2	708	693	423	489	602	627	633	599	489	653	567	430	764	754	582	688	688	613
CDIP1	1091	1034	1300	1348	1606	1607	1158	1128	1030	1299	1369	988	1516	1372	846	926	1272	1003
C16orf96	17	13	7	12	13	16	16	19	17	23	27	22	8	5	21	13	27	32
UBALD1	386	371	362	346	402	433	371	436	312	391	389	318	396	436	363	442	435	392
MGRN1	1935	1892	1546	1474	2017	2085	1757	1848	1468	1915	1737	1405	2039	2215	858	1098	1344	1296
MIR6769A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
NUDT16L1	708	791	641	751	761	774	920	866	636	842	806	632	812	797	653	655	798	635
ANKS3	404	325	267	305	403	416	293	313	257	281	315	225	323	309	191	256	242	208
C16orf71	96	100	17	26	33	31	64	53	48	54	22	11	22	30	9	13	9	14
ZNF500	259	251	233	250	308	342	280	232	200	280	269	172	254	261	130	165	182	164
SEPT12	3	4	3	4	11	11	3	8	6	3	4	2	1	0	0	0	2	4
SMIM22	24	22	5	6	8	7	29	35	3	12	15	2	1	4	5	5	4	11
ROGDI	1162	1059	907	964	1068	1008	1120	1099	802	898	1147	919	898	897	463	614	785	662
GLYR1	1920	1875	1008	1033	1495	1406	2116	2039	1828	2424	1741	1263	1729	1567	1627	1633	1976	1562
UBN1	1107	1118	718	664	1089	1091	1181	1161	1018	1315	996	826	1010	860	754	807	919	774
PPL	351	391	43	37	82	89	134	177	157	190	131	93	113	100	358	393	406	323
SEC14L5	30	13	9	17	25	32	23	37	47	61	24	33	15	20	50	53	95	81
NAGPA	86	106	42	53	75	88	107	92	64	87	87	48	64	57	56	90	84	65
NAGPA-AS1	8	3	3	4	13	5	6	9	7	10	13	1	4	12	4	6	10	10
C16orf89	275	234	108	130	140	101	144	152	59	98	112	88	447	428	71	63	140	89
ALG1	207	211	96	114	124	106	243	240	196	230	131	93	128	138	180	185	181	132
FAM86A	93	100	90	99	81	106	144	131	98	123	87	75	103	92	76	105	101	67
LOC101926950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR8065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBFOX1	851	967	853	859	1419	1387	249	278	386	436	499	374	1473	1378	44	34	561	446
TMEM114	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	0
METTL22	252	217	261	297	383	372	230	261	239	289	361	247	337	304	212	253	260	262
ABAT	3447	3407	1436	1479	2034	1792	2075	2054	1987	2733	1229	966	2186	2237	473	421	1266	1069
TMEM186	181	221	156	155	191	178	218	197	158	214	187	165	191	188	189	179	211	162
PMM2	352	333	222	253	267	293	468	485	402	470	391	277	266	279	652	747	650	584
CARHSP1	1841	1830	2601	2875	3293	3313	1825	1650	1934	2419	2862	1928	2787	2638	2036	2160	2517	2026
USP7	2528	2610	1828	1788	2663	2764	2640	2744	2585	3143	2648	2015	2777	2606	2626	2587	2903	2402
C16orf72	868	807	558	582	969	896	863	791	716	1029	831	611	1159	1015	616	602	884	676
MIR548X	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1
MIR7641-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2A	157	128	54	33	51	48	126	120	147	216	100	59	230	222	35	46	86	78
ATF7IP2	105	102	47	72	74	107	167	179	127	181	183	121	106	69	206	201	219	149
EMP2	477	582	732	812	777	747	391	369	310	376	252	182	351	369	214	212	268	215
TEKT5	1	4	0	3	1	1	2	4	0	2	0	0	2	0	2	0	1	1
NUBP1	259	275	210	244	269	231	319	322	284	347	256	164	258	264	292	336	325	239
TVP23A	61	53	41	36	45	18	102	99	65	96	76	56	105	93	60	49	94	65
CIITA	26	15	27	1	17	10	22	20	19	10	16	11	23	15	16	34	14	21
DEXI	291	272	209	209	250	280	299	303	251	322	238	201	277	290	169	163	279	196
CLEC16A	895	936	517	568	852	796	643	655	565	710	593	471	774	842	281	338	559	457
SOCS1	61	36	37	39	48	62	77	91	44	44	92	66	65	58	136	151	162	137
TNP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMI2	120	80	216	146	194	177	401	328	349	358	474	386	78	71	569	518	638	476
LOC101927131	4	6	5	3	0	1	4	5	2	5	16	3	2	1	7	3	4	6
LITAF	1175	1141	1113	1210	1168	1070	1836	1806	1761	2245	2117	1495	1363	1234	2617	2597	3244	2584
SNN	2822	2791	2969	3249	4441	4320	2019	2000	2463	3120	3090	2335	3750	3550	1228	1301	2578	2129
TXNDC11	429	427	254	222	328	302	355	362	319	399	258	160	287	315	268	251	318	240
ZC3H7A	717	759	489	537	792	771	824	776	668	860	825	538	801	713	697	594	805	669
BCAR4	0	0	2	0	0	3	3	3	0	0	0	0	1	2	5	1	0	2
RSL1D1	2301	2268	3132	3249	4067	3972	4117	3466	3190	4237	3820	2676	3896	3376	4168	3962	4575	3122
GSPT1	1974	1923	1573	1547	2286	2126	2307	2249	2013	2694	2209	1634	2172	1989	2542	2459	2610	1983
TNFRSF17	6	4	3	1	4	5	1	1	0	0	0	0	1	1	2	3	1	0
SNX29	601	544	275	281	403	400	395	316	364	417	301	205	462	357	136	148	286	240
CPPED1	149	149	46	54	75	88	119	116	92	106	68	48	151	122	86	90	137	84
MIR4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA9	256	226	76	61	66	78	86	82	111	129	57	47	230	246	110	127	240	162
ERCC4	326	311	148	153	269	268	268	256	228	319	212	161	271	288	193	142	266	215
LOC101927311	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKL2	520	530	190	234	377	334	395	476	414	615	353	266	410	373	278	255	393	346
MIR193B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR365A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARN	530	507	365	323	463	412	837	838	729	884	703	562	526	509	1095	1134	1187	877
BFAR	989	1044	680	809	841	811	1619	1623	1372	1933	1429	972	1120	1088	2067	2345	2276	1788
PLA2G10	4	11	7	5	11	10	5	7	2	5	8	9	3	5	7	9	15	15
NPIPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	11	9	1	0	4	3	3	5	6	13	1	3	1	3	4	5	4	2
NOMO1	1087	1104	625	609	891	907	1209	1303	1043	1302	1104	836	1194	1051	1469	1540	1574	1314
MIR3179-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288162	136	132	130	136	195	214	85	94	90	103	140	90	132	101	34	44	90	71
MIR6511A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6770-2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NPIPA1	107	84	135	138	252	259	86	89	118	92	173	106	265	249	66	96	145	143
PDXDC1	1951	1961	1147	1212	1769	1634	1529	1613	1209	1594	1199	954	2157	2035	1212	1188	1717	1381
NTAN1	198	221	198	183	244	241	262	249	232	269	292	225	301	277	274	315	389	304
RRN3	1060	1022	791	799	1228	1294	1318	1147	978	1279	1144	843	1491	1205	988	975	1251	989
MIR3180-4	0	1	2	2	2	8	0	0	0	0	1	0	0	1	0	0	1	1
NPIPA5	89	100	95	89	122	133	11	11	14	11	22	17	29	34	19	14	12	12
MPV17L	45	51	6	6	11	9	33	34	13	21	16	7	32	16	17	33	23	23
C16orf45	2339	2307	1792	1928	2600	2472	1386	1409	1413	1647	1546	1210	3545	3423	370	348	1524	1213
KIAA0430	1085	1099	752	692	1215	1176	882	931	878	1112	860	638	1130	1096	492	629	753	686
MIR6506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDE1	187	209	317	296	314	329	362	325	326	414	312	232	181	183	327	310	349	265
MIR484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH11	228	232	19	41	25	28	38	35	25	30	29	24	9	3	33	33	27	34
FOPNL	431	421	483	441	566	535	569	570	535	683	613	444	537	462	689	668	702	549
ABCC1	712	742	329	324	516	474	952	982	930	1197	846	632	439	424	892	948	809	736
ABCC6	62	67	15	9	20	20	41	46	38	49	25	18	8	17	19	21	23	23
NOMO3	196	203	82	104	137	114	186	198	198	261	156	117	94	108	122	130	152	116
PKD1P1	484	535	504	553	703	711	372	280	266	307	408	338	393	342	170	181	213	275
NPIPA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
